instant,yr,holiday,workingday,atemp,hum,windspeed,cnt,Date,season_2,season_3,season_4,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_2,weathersit_3
191,0,0,0,0.690025,0.578333,0.183471,4881,10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
192,0,0,1,0.729804,0.635833,0.282337,4086,11,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
193,0,0,1,0.739275,0.559167,0.200254,4258,12,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
194,0,0,1,0.689404,0.631667,0.146133,4342,13,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
195,0,0,1,0.635104,0.47625,0.240667,5084,14,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
196,0,0,1,0.624371,0.59125,0.182833,5538,15,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
197,0,0,0,0.638263,0.585,0.208342,5923,16,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
198,0,0,0,0.669833,0.604167,0.245033,5302,17,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
199,0,0,1,0.703925,0.65125,0.215804,4458,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
200,0,0,1,0.747479,0.650417,0.1306,4541,19,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
201,0,0,1,0.74685,0.707083,0.113817,4332,20,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
202,0,0,1,0.826371,0.69125,0.222021,3784,21,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
203,0,0,1,0.840896,0.580417,0.1331,3387,22,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
204,0,0,0,0.804287,0.5,0.131221,3285,23,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
205,0,0,0,0.794829,0.550833,0.169171,3606,24,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
206,0,0,1,0.720958,0.757083,0.0908083,3840,25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
207,0,0,1,0.696979,0.540833,0.200258,4590,26,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
208,0,0,1,0.690667,0.402917,0.183463,4656,27,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
209,0,0,1,0.7399,0.583333,0.178479,4390,28,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
210,0,0,1,0.785967,0.5425,0.174138,3846,29,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
211,0,0,0,0.728537,0.465833,0.168537,4475,30,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
212,0,0,0,0.729796,0.480833,0.164813,4302,31,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
213,0,0,1,0.703292,0.550833,0.156717,4266,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
214,0,0,1,0.707071,0.49125,0.20585,4845,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
215,0,0,1,0.679937,0.6575,0.135583,3574,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
216,0,0,1,0.664788,0.7575,0.19715,4576,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
217,0,0,1,0.656567,0.630833,0.184696,4866,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
218,0,0,0,0.676154,0.755,0.22825,4294,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
219,0,0,0,0.715292,0.752917,0.201487,3785,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
220,0,0,1,0.703283,0.592083,0.192175,4326,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
221,0,0,1,0.724121,0.570417,0.151121,4602,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
222,0,0,1,0.684983,0.424167,0.200258,4780,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
223,0,0,1,0.651521,0.42375,0.164796,4792,11,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
224,0,0,1,0.654042,0.415,0.125621,4905,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
225,0,0,0,0.645858,0.729583,0.211454,4150,13,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
226,0,0,0,0.624388,0.8175,0.222633,3820,14,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
227,0,0,1,0.616167,0.712083,0.208954,4338,15,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
228,0,0,1,0.645837,0.578333,0.236329,4725,16,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
229,0,0,1,0.666671,0.575417,0.143667,4694,17,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
230,0,0,1,0.662258,0.654583,0.233208,3805,18,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
231,0,0,1,0.633221,0.722917,0.139308,4153,19,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
232,0,0,0,0.648996,0.674167,0.104467,5191,20,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
233,0,0,0,0.675525,0.77,0.248754,3873,21,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
234,0,0,1,0.638254,0.47,0.27675,4758,22,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
235,0,0,1,0.606067,0.455417,0.146763,5895,23,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
236,0,0,1,0.630692,0.605,0.253108,5130,24,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
237,0,0,1,0.645854,0.771667,0.210833,3542,25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
238,0,0,1,0.659733,0.76125,0.0839625,4661,26,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
239,0,0,0,0.635556,0.85,0.375617,1115,27,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
240,0,0,0,0.647959,0.561765,0.304659,4334,28,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
241,0,0,1,0.607958,0.554583,0.159825,4634,29,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
242,0,0,1,0.594704,0.548333,0.125008,5204,30,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
243,0,0,1,0.611121,0.597917,0.0833333,5058,31,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
244,0,0,1,0.614921,0.639167,0.141796,5115,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
245,0,0,1,0.604808,0.727083,0.139929,4727,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
246,0,0,0,0.633213,0.716667,0.185325,4484,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
247,0,0,0,0.665429,0.742083,0.206467,4940,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
248,0,1,0,0.625646,0.790417,0.212696,3351,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
249,0,0,1,0.5152,0.886957,0.343943,2710,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
250,0,0,1,0.544229,0.917083,0.0970208,1996,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
251,0,0,1,0.555361,0.939565,0.192748,1842,8,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
252,0,0,1,0.578946,0.897917,0.124379,3544,9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
253,0,0,0,0.607962,0.75375,0.153608,5345,10,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
254,0,0,0,0.609229,0.71375,0.115054,5046,11,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
255,0,0,1,0.60213,0.692174,0.088913,4713,12,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
256,0,0,1,0.603554,0.7125,0.141804,4763,13,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
257,0,0,1,0.6269,0.697083,0.1673,4785,14,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
258,0,0,1,0.553671,0.709167,0.271146,3659,15,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
259,0,0,1,0.461475,0.590417,0.164183,4760,16,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
260,0,0,0,0.478512,0.718333,0.189675,4511,17,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
261,0,0,0,0.490537,0.695,0.178483,4274,18,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
262,0,0,1,0.529675,0.69,0.151742,4539,19,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
263,0,0,1,0.532217,0.88125,0.134954,3641,20,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
264,0,0,1,0.550533,0.9,0.0964042,4352,21,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
265,0,0,1,0.554963,0.902083,0.128125,4795,22,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
266,0,0,1,0.522125,0.9725,0.0783667,2395,23,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
267,0,0,0,0.564412,0.8625,0.0783833,5423,24,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
268,0,0,0,0.572637,0.845,0.0503792,5010,25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
269,0,0,1,0.589042,0.848333,0.1107,4630,26,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
270,0,0,1,0.574525,0.885417,0.118171,4120,27,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
271,0,0,1,0.575158,0.84875,0.148629,3907,28,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
272,0,0,1,0.574512,0.699167,0.172883,4839,29,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
273,0,0,1,0.544829,0.6475,0.206475,5202,30,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
274,0,0,0,0.412863,0.75375,0.292296,2429,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
275,0,0,0,0.345317,0.791667,0.222013,2918,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
276,0,0,1,0.392046,0.760833,0.0833458,3570,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
277,0,0,1,0.472858,0.71,0.205854,4456,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
278,0,0,1,0.527138,0.647917,0.17725,4826,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
279,0,0,1,0.480425,0.620833,0.134954,4765,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
280,0,0,1,0.504404,0.684167,0.0223917,4985,7,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
281,0,0,0,0.513242,0.70125,0.0454042,5409,8,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
282,0,0,0,0.523983,0.7275,0.06345,5511,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
283,0,1,0,0.542925,0.73375,0.0423042,5117,10,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
284,0,0,1,0.546096,0.80875,0.143042,4563,11,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
285,0,0,1,0.517717,0.90625,0.24815,2416,12,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
286,0,0,1,0.551804,0.896667,0.141787,2913,13,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
287,0,0,1,0.529675,0.71625,0.223883,3644,14,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
288,0,0,0,0.498725,0.483333,0.258083,5217,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
289,0,0,0,0.503154,0.486667,0.281717,5041,16,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
290,0,0,1,0.510725,0.579583,0.175379,4570,17,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
291,0,0,1,0.522721,0.701667,0.110087,4748,18,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
292,0,0,1,0.513848,0.895217,0.243339,2424,19,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
293,0,0,1,0.466525,0.63625,0.422275,4195,20,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
294,0,0,1,0.423596,0.574167,0.221396,4304,21,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
295,0,0,0,0.425492,0.629167,0.0926667,4308,22,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
296,0,0,0,0.422333,0.74125,0.0995125,4381,23,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
297,0,0,1,0.457067,0.772083,0.118792,4187,24,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
298,0,0,1,0.463375,0.622917,0.166658,4687,25,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
299,0,0,1,0.472846,0.720417,0.148642,3894,26,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
300,0,0,1,0.457046,0.812917,0.197763,2659,27,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
301,0,0,1,0.318812,0.585833,0.229479,3747,28,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
302,0,0,0,0.227913,0.8825,0.351371,627,29,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
303,0,0,0,0.321329,0.62375,0.176617,3331,30,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
304,0,0,1,0.356063,0.703333,0.10635,3669,31,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
305,0,0,1,0.397088,0.68375,0.135571,4068,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
306,0,0,1,0.390133,0.71875,0.0820917,4186,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
307,0,0,1,0.405921,0.702083,0.136817,3974,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
308,0,0,1,0.403392,0.6225,0.271779,4046,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
309,0,0,0,0.323854,0.519167,0.189062,3926,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
310,0,0,0,0.362358,0.734583,0.0920542,3649,6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
311,0,0,1,0.400871,0.75875,0.057225,4035,7,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
312,0,0,1,0.412246,0.721667,0.0690375,4205,8,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
313,0,0,1,0.409079,0.758333,0.0621958,4109,9,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
314,0,0,1,0.373721,0.813333,0.189067,2933,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
315,0,1,0,0.306817,0.44625,0.314675,3368,11,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
316,0,0,0,0.357942,0.552917,0.212062,4067,12,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
317,0,0,0,0.43055,0.458333,0.281721,3717,13,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
318,0,0,1,0.524612,0.587083,0.306596,4486,14,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
319,0,0,1,0.507579,0.68875,0.199633,4195,15,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
320,0,0,1,0.451988,0.93,0.136829,1817,16,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
321,0,0,1,0.323221,0.575833,0.305362,3053,17,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
322,0,0,1,0.272721,0.41,0.168533,3392,18,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
323,0,0,0,0.324483,0.502083,0.224496,3663,19,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
324,0,0,0,0.457058,0.684583,0.18595,3520,20,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
325,0,0,1,0.445062,0.91,0.138054,2765,21,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
326,0,0,1,0.421696,0.9625,0.118792,1607,22,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
327,0,0,1,0.430537,0.757917,0.335825,2566,23,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
328,0,1,0,0.372471,0.549167,0.167304,1495,24,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
329,0,0,1,0.380671,0.64375,0.0988958,2792,25,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
330,0,0,0,0.385087,0.681667,0.0684208,3068,26,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
331,0,0,0,0.4558,0.698333,0.208954,3071,27,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
332,0,0,1,0.490122,0.743043,0.142122,3867,28,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
333,0,0,1,0.451375,0.830833,0.258092,2914,29,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
334,0,0,1,0.311221,0.613333,0.271158,3613,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
335,0,0,1,0.305554,0.524583,0.220158,3727,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
336,0,0,1,0.331433,0.625833,0.100754,3940,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
337,0,0,0,0.310604,0.612917,0.0957833,3614,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
338,0,0,0,0.3491,0.775833,0.0839583,3485,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
339,0,0,1,0.393925,0.827083,0.0622083,3811,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
340,0,0,1,0.4564,0.949583,0.232583,2594,6,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
341,0,0,1,0.400246,0.970417,0.266175,705,7,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
342,0,0,1,0.256938,0.58,0.240058,3322,8,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
343,0,0,1,0.317542,0.695833,0.0827167,3620,9,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
344,0,0,0,0.266412,0.5075,0.233221,3190,10,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
345,0,0,0,0.253154,0.49,0.0665417,2743,11,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
346,0,0,1,0.270196,0.670833,0.06345,3310,12,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
347,0,0,1,0.301138,0.59,0.14055,3523,13,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
348,0,0,1,0.338362,0.66375,0.0609583,3740,14,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
349,0,0,1,0.412237,0.634167,0.268042,3709,15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
350,0,0,1,0.359825,0.500417,0.260575,3577,16,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
351,0,0,0,0.249371,0.560833,0.243167,2739,17,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
352,0,0,0,0.245579,0.58625,0.169779,2431,18,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
353,0,0,1,0.280933,0.6375,0.172896,3403,19,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
354,0,0,1,0.396454,0.595417,0.0615708,3750,20,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
355,0,0,1,0.428017,0.858333,0.2214,2660,21,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
356,0,0,1,0.426121,0.7575,0.047275,3068,22,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
357,0,0,1,0.377513,0.68625,0.274246,2209,23,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
358,0,0,0,0.299242,0.5425,0.190304,1011,24,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
359,0,0,0,0.279961,0.681304,0.155091,754,25,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
360,0,1,0,0.315535,0.506957,0.239465,1317,26,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
361,0,0,1,0.327633,0.7625,0.18845,1162,27,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
362,0,0,1,0.279974,0.503913,0.293961,2302,28,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
363,0,0,1,0.263892,0.574167,0.119412,2423,29,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
364,0,0,1,0.318812,0.636667,0.134337,2999,30,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
365,0,0,0,0.414121,0.615833,0.220154,2485,31,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
366,1,0,0,0.375621,0.6925,0.192167,2294,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
367,1,1,0,0.252304,0.381304,0.329665,1951,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
368,1,0,1,0.126275,0.44125,0.365671,2236,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
369,1,0,1,0.119337,0.414583,0.1847,2368,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
370,1,0,1,0.278412,0.524167,0.129987,3272,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
371,1,0,1,0.340267,0.542083,0.167908,4098,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
372,1,0,0,0.390779,0.531667,0.174758,4521,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
373,1,0,0,0.340258,0.465,0.191542,3425,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374,1,0,1,0.247479,0.701667,0.0989,2376,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
375,1,0,1,0.318826,0.646522,0.187552,3598,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
376,1,0,1,0.282821,0.8475,0.131221,2177,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
377,1,0,1,0.381938,0.802917,0.180967,4097,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
378,1,0,1,0.249362,0.5075,0.378108,3214,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
379,1,0,0,0.183087,0.4575,0.187183,2493,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
380,1,0,0,0.161625,0.419167,0.251258,2311,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
381,1,1,0,0.190663,0.5225,0.231358,2298,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
382,1,0,1,0.364278,0.716087,0.34913,2935,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
