Actual_cnt,decision_tree(CV)_pred,decision_tree_pred,elastic_net_model(CV)_pred,elastic_net_model_pred,gradient_boost(CV)_pred,gradient_boost_pred,lasso_model(CV)_pred,lasso_model_pred,randomforest_pred,random_forest(CV)_pred,random_forest_pred,ridge_model(CV)_pred,ridge_model_pred
4362,33.391615714128,3606.0,47.649564296180564,-2002.3359420203415,36.45229625572046,1347.347103087982,26.492672672903687,-6068.18659774818,47.98977995164511,48.676385839938696,2836.65,26.492672672903687,-2002.3490665343627
4803,33.391615714128,3606.0,190.26337386916308,-682.8073253875474,36.381824723422405,1651.2390925031832,179.71665250431036,19295.495856060796,48.38268477796025,48.777758225921986,2837.6,179.71665250431036,-683.6482397076318
4182,33.391615714128,3606.0,50.20185401632487,-1808.1882729831248,35.70370957277753,1651.2390925031832,27.53554433284966,-487.61722546947385,48.14977395755498,48.518241022771264,2820.89,27.53554433284966,-1808.1184058051329
4864,33.391615714128,3606.0,-122.32515741332631,-3381.3829294550073,36.43914788373001,1651.2390925031832,-157.64013530820594,-31136.822002074663,48.301806949369045,48.36785625996892,2851.99,-157.64013530820594,-3380.292132898854
4105,33.391615714128,1115.0,-269.74741750273256,-4414.661229743345,35.7419943161815,1446.4956053586477,-316.31507285497906,-51315.05942142995,48.03928982149945,48.852833780794064,2828.28,-316.31507285497906,-4412.596018003154
3409,33.391615714128,1115.0,-293.1152154964942,-4448.791851768371,34.87513265793423,714.8538222174625,-342.81356779051526,-50263.02313939594,47.154398102446066,48.28841611340181,2585.605,-342.81356779051526,-4446.384415821399
4553,33.391615714128,1115.0,-192.11144757225026,-3824.3997278098927,35.56933895827506,813.4698546185867,-234.87275001307887,-37370.73024276814,48.07922946138783,48.35001340496375,2706.09,-234.87275001307887,-3822.7077475518113
3958,33.391615714128,3606.0,-69.22044645101934,-2836.5683377586192,36.45229625572046,1347.347103087982,-103.16366252337633,-17277.455510143252,47.98977995164511,48.676385839938696,2836.65,-103.16366252337633,-2835.734011288606
4123,33.391615714128,1115.0,-238.27410873293294,-4649.099541436286,36.46432450627607,1523.3966166474734,-282.46491095476256,-55175.63635715748,48.330960210055395,48.76542688138417,2831.37,-282.46491095476256,-4647.421820429817
3855,33.391615714128,1115.0,-240.47244983985067,-4356.139106479987,35.84834387064353,1523.3966166474734,-285.8912109955847,-48593.50003499205,48.141115709197436,48.50866637422607,2812.58,-285.8912109955847,-4354.315162510361
4575,33.391615714128,1115.0,-165.54313728603103,-3387.6385671559215,36.59817301807004,1523.3966166474734,-205.62900114997313,-29950.55893854656,48.3655266805402,48.32197114355494,2841.65,-205.62900114997313,-3386.140300953292
4917,33.391615714128,3606.0,-50.17023151038806,-2591.7160563129987,35.65949453332783,1574.3380812143575,-80.8347486658424,-15087.640148552317,48.07618332824618,48.898718897208035,2842.445,-80.8347486658424,-2590.9867886654356
5805,33.391615714128,3606.0,138.0531774393779,-1281.8580479468044,35.28562074754146,910.6318826986194,120.18954238434888,12709.238127679582,47.189150752224705,48.392234866934984,2671.61,120.18954238434888,-1282.257451204656
4660,33.391615714128,3606.0,-7.325426682238792,-2497.6305313134167,35.78681957488749,941.3123304742963,-36.885320860669296,-10304.79704037726,48.11398211116647,48.39589852137773,2695.415,-36.885320860669296,-2497.1340056349713
4274,33.391615714128,1115.0,-88.23977866222666,-3496.3830830091892,36.57404892116398,1219.5046272322722,-123.77693063447578,-29084.92032627477,47.95288644489838,48.63050072352472,2814.045,-123.77693063447578,-3495.634617669388
4492,33.391615714128,1115.0,39.93638057418824,-2482.913752008575,36.46432450627607,1523.3966166474734,13.200349249354304,-8400.425127604496,48.330960210055395,48.76542688138417,2831.37,13.200349249354304,-2482.9602229818047
4978,33.391615714128,3606.0,122.96927589037645,-1663.7548883536854,35.70370957277753,1651.2390925031832,101.74681106877074,8338.014260647376,48.14977395755498,48.518241022771264,2820.89,101.74681106877074,-1664.2393828952652
4677,33.391615714128,3606.0,178.93583692894484,-1519.6656543958668,36.43914788373001,1651.2390925031832,161.24075841703484,12615.540115655356,48.301806949369045,48.36785625996892,2851.99,161.24075841703484,-1520.6003921735346
4679,33.391615714128,3606.0,142.59180692920015,-1888.721590218911,35.65949453332783,1574.3380812143575,123.85782140261861,3411.192035736089,48.07618332824618,48.898718897208035,2842.445,123.85782140261861,-1889.4821510674851
4758,33.391615714128,3606.0,34.31604162049801,-2620.6727058969213,35.28562074754146,910.6318826986194,7.566322405946938,-11037.522256775741,47.189150752224705,48.392234866934984,2671.61,7.566322405946938,-2620.5862342032415
4788,33.391615714128,3606.0,-35.1420536134334,-3113.606946965568,35.78681957488749,941.3123304742963,-68.5556836256083,-19306.174670810633,48.11398211116647,48.39589852137773,2695.415,-68.5556836256083,-3113.050541458039
4098,33.391615714128,3606.0,242.40538839540085,-817.4901048712552,36.37395477364776,662.7241556255851,227.55311775377044,28159.419276442928,48.083582560607,48.19022474796107,2734.475,227.55311775377044,-819.9745203163641
3982,33.391615714128,3606.0,366.45494569146535,92.6631954530838,36.381824723422405,1651.2390925031832,359.66670690124346,47859.17494726383,48.38268477796025,48.777758225921986,2837.6,359.66670690124346,90.63447583505574
3974,33.391615714128,1115.0,243.19055284792063,-1142.599618959644,35.68448172458988,1559.7728860717207,228.573619015442,22004.087429473137,47.81622887464551,48.575289208266334,2750.93,228.573619015442,-1144.0198487201276
4968,33.391615714128,3606.0,515.7392821917946,752.8647868422189,36.25924178156286,1725.2191290791693,527.6254383735959,51700.45441187685,48.030823969692,48.47822023200808,2793.05,527.6254383735959,749.5326182448534
5312,33.391615714128,3606.0,360.74742766453977,-67.64262580723592,35.47958843116068,1648.3181177903432,363.1308263828415,32236.438367262665,47.86070134844155,48.93698515418926,2782.255,363.1308263828415,-69.87112063390988
5342,33.391615714128,3606.0,354.59078085170484,329.2934100661598,35.106247005558984,984.6119192746058,353.2777054148727,43582.21235632135,46.53330723663021,48.430501123916216,2604.455,353.2777054148727,327.4400606098104
4906,33.391615714128,1115.0,153.15229154464689,-1288.5254496334906,35.38943285610791,849.8461240428337,134.98067257911384,13820.32554354798,47.605371247427186,48.42603540833105,2627.845,134.98067257911384,-1289.1135131082572
4548,33.391615714128,3606.0,262.6263301276294,-476.11867070124924,36.27239015355331,1421.3271396639682,251.6623830469852,31402.396546162894,47.77429797184049,48.71465209691992,2777.71,251.6623830469852,-477.49437292371414
4833,33.391615714128,3606.0,264.0398453777298,-787.0227653774539,36.20191862125525,1725.2191290791693,253.0875113326512,25891.598486390605,48.16720279815562,48.84093184665345,2780.81,253.0875113326512,-788.5192752408141
4401,33.391615714128,3606.0,362.7495081712293,-4.519200520040279,35.539847426723874,1725.2191290791693,355.91609477416375,45478.475039374,47.934291977750355,48.55650727975248,2761.95,355.91609477416375,-6.588361785944194
3915,33.391615714128,1115.0,452.7102809037905,575.9963692343605,36.41826691590289,1559.7728860717207,452.5651012026714,57099.34698019362,47.9903520888997,48.46069169265315,2778.475,452.5651012026714,573.2930057384765
4586,33.391615714128,3606.0,351.0046446401396,-63.08635619442778,35.47958843116068,1648.3181177903432,344.2510102963555,43119.79531567505,47.86070134844155,48.93698515418926,2782.255,344.2510102963555,-65.07613422915666
4966,33.391615714128,3606.0,249.049146503628,-827.6695099842625,35.106247005558984,984.6119192746058,235.494247416011,27220.36247411359,46.53330723663021,48.430501123916216,2604.455,235.494247416011,-828.8962235508618
4460,33.391615714128,3606.0,100.04438228538464,-1917.7053607827027,35.606913472720336,1015.2923670502827,75.65201746248266,4907.922718294288,47.65506154339421,48.434164778358955,2625.24,75.65201746248266,-1917.9750539244696
5020,33.391615714128,3606.0,200.01410589477618,-1529.8041708822384,36.27239015355331,1421.3271396639682,189.43223692932662,5243.272139000354,47.77429797184049,48.71465209691992,2777.71,189.43223692932662,-1531.0783012038432
4891,33.391615714128,3606.0,168.61873959016583,-1568.72843982514,36.20191862125525,1725.2191290791693,155.95716992210936,3594.8370311143376,48.16720279815562,48.84093184665345,2780.81,155.95716992210936,-1569.7224578045075
5180,33.391615714128,3606.0,299.08458210591334,-240.70729712283324,35.539847426723874,1725.2191290791693,294.2502622836075,31566.39461612526,47.934291977750355,48.55650727975248,2761.95,294.2502622836075,-242.38920992207994
3767,33.391615714128,1115.0,48.67617901430522,-2309.587995465109,36.41826691590289,1559.7728860717207,23.943517625352513,-7214.535128274411,47.9903520888997,48.46069169265315,2778.475,23.943517625352513,-2309.7034017785486
4844,33.391615714128,3606.0,69.59413396892342,-1985.1111400617374,35.47958843116068,1648.3181177903432,44.09742074933674,1984.9176280602921,47.86070134844155,48.93698515418926,2782.255,44.09742074933674,-1985.2374669911994
5119,33.391615714128,3606.0,216.27717369071289,-879.7871970542144,35.106247005558984,984.6119192746058,200.54339897018392,25464.2725981655,46.53330723663021,48.430501123916216,2604.455,200.54339897018392,-880.7328260644201
4744,33.391615714128,1115.0,229.89989797955909,-686.0048294962556,35.38943285610791,849.8461240428337,215.1312227854612,28649.695296956386,47.605371247427186,48.42603540833105,2627.845,215.1312227854612,-687.0421180183027
4010,33.391615714128,1115.0,27.697221122079654,-2292.0987755354413,36.394142818996826,1255.8808966565196,-0.016409658298904617,-5318.918572647023,47.633212853130324,48.69712355756498,2753.15,-0.016409658298904617,-2291.99816816728
4835,33.391615714128,1115.0,55.76874653051196,-2253.4611937597324,32.34371463907513,1538.3207536115322,28.848395443608755,-2442.9384401477473,45.87190861122313,47.553794123289876,2612.14,28.848395443608755,-2253.5714359576523
4507,33.391615714128,3606.0,194.10322662678863,-1334.8591405581637,31.562509216183763,1703.7669966189803,176.08553885846274,17836.80614819275,45.804185666847204,47.14359764115501,2595.045,176.08553885846274,-1335.8724286142362
4790,33.391615714128,1115.0,148.20844976592434,-1909.0431286869104,32.82192979552092,1538.3207536115322,128.26662648195685,5016.814187678869,45.759364527410696,47.135501809500695,2633.63,128.26662648195685,-1909.8833162537442
4991,33.391615714128,3606.0,291.9032745211609,-745.2849727683906,31.452306545988534,1774.9990362522415,283.5297753473551,26767.26789801484,45.748152379457345,47.5240755155918,2611.31,283.5297753473551,-747.0210907941143
5202,33.391615714128,3606.0,353.72155007514993,-146.7806335544682,31.204697708790857,963.1597868144172,351.6785977342479,36240.53403434716,44.44510415412558,46.94478013836249,2416.19,351.6785977342479,-148.78551302238466
5305,33.391615714128,3606.0,371.7080614009011,467.8304550807035,31.626842848651872,993.840234590094,369.5368880600218,48860.20525388459,45.443013785939726,46.948443792805236,2461.52,369.5368880600218,465.89470710145184
4708,33.391615714128,1115.0,213.88758083022915,-794.7585966023461,32.41923333927358,1411.467231977765,198.96945909047383,25610.22226322002,45.51062131073627,47.309015201148966,2597.16,198.96945909047383,-795.8068364141548
4648,33.391615714128,3606.0,303.011968529068,-417.2346021161079,32.261214856221464,1703.7669966189803,293.10979667396794,35666.19248905589,46.01816916561421,47.48157035928336,2605.025,293.10979667396794,-418.91695347878476
5225,33.391615714128,3606.0,350.73961354519247,-441.8490182201821,31.562509216183763,1703.7669966189803,347.84798017211745,31493.907166907135,45.804185666847204,47.14359764115501,2595.045,347.84798017211745,-444.0472090030842
5515,33.391615714128,3606.0,422.73065152854645,473.09848212322424,32.66290466118089,1703.7669966189803,425.82363587536565,48011.572865994895,45.79018078272579,47.12822906667419,2625.145,425.82363587536565,470.56682234344663
5362,33.391615714128,3606.0,545.8410360983684,1685.6655258124295,31.416646253901156,1741.270994679115,556.1203465331599,73096.55136022514,45.73788987788666,47.36771044492293,2607.41,556.1203465331599,1682.4459396176417
5119,33.391615714128,3606.0,508.2855888874071,1311.8994885691995,31.130022822766144,929.431745241291,515.056019480628,67040.52792544193,44.44510415412558,46.78841506769362,2417.285,515.056019480628,1309.0155457857934
4649,33.391615714128,1115.0,154.75799823338573,-1757.648141197112,31.39377121645733,794.6659500095193,135.4832764760311,6509.957331347518,45.39559476629043,46.71908307597098,2475.53,135.4832764760311,-1758.4303538081354
6043,33.391615714128,1115.0,303.8782398170624,-77.04765047070536,32.558535377336995,693.1162429422417,293.6320015442379,41108.36178949526,45.388834366790796,46.7507981437053,2523.785,293.6320015442379,-79.90549949812701
4665,33.391615714128,3606.0,359.96663701400274,105.8362248583407,32.225554564134086,1670.0389550458547,354.07659566943505,45225.160622726944,46.007906664043524,47.32520528861449,2599.595,354.07659566943505,103.79113416008273
4629,33.391615714128,3606.0,149.14014517156633,-1544.437704631016,31.63486697422779,1670.0389550458547,127.23025090501352,13304.005713021586,45.7939231652765,46.98723257048614,2590.32,127.23025090501352,-1545.1330896221114
4592,33.391615714128,3606.0,280.6357550688522,-639.5507740583575,32.62724436909351,1670.0389550458547,268.63737425286354,31195.34780513467,45.77991828115509,47.01786509463503,2619.715,268.63737425286354,-641.1285937573202
4040,33.391615714128,1115.0,70.75267875186852,-2390.331349245786,31.499146036754833,1575.8247516716667,44.618187652163925,-4923.842949461531,45.60431952768559,47.29471479875753,2599.04,44.618187652163925,-2390.6520174432753
5336,33.391615714128,3606.0,296.4719336410739,-508.65770623921946,31.130022822766144,929.431745241291,286.80045251232775,32499.756471986762,44.44510415412558,46.78841506769362,2417.285,286.80045251232775,-510.2381106805479
4881,33.391615714128,3606.0,336.1372123275199,-281.0753114484454,31.61423890970627,960.1121930169679,329.45629589370697,36636.85373806155,45.432751284369026,46.79207872213637,2458.485,329.45629589370697,-282.95914854227397
4086,33.391615714128,3606.0,235.74774555360128,-1464.3111182367736,32.20118078238953,1543.1854334120876,221.99290216904728,13911.726473618608,45.63392915936662,47.14537738765359,2601.03,221.99290216904728,-1465.8172151174952
4258,33.391615714128,3606.0,410.74636051124986,107.20791464736061,32.225554564134086,1670.0389550458547,408.4528382185306,46254.2210224917,46.007906664043524,47.32520528861449,2599.595,408.4528382185306,104.69380102717948
4342,33.391615714128,3606.0,304.30327659276276,-397.08188026886944,31.63486697422779,1670.0389550458547,294.1042054026583,35743.70317082286,45.7939231652765,46.98723257048614,2590.32,294.1042054026583,-398.79594776756994
5084,33.391615714128,3606.0,319.42090916205683,-468.4137399717323,32.62724436909351,1670.0389550458547,315.4083090849246,28172.58219608099,45.77991828115509,47.01786509463503,2619.715,315.4083090849246,-470.3773850585957
5538,33.391615714128,3606.0,211.9528908876816,-1045.2243663299048,31.416646253901156,1741.270994679115,198.5574839176349,18187.677965273295,45.73788987788666,47.36771044492293,2607.41,198.5574839176349,-1046.3762765898714
5923,33.391615714128,3606.0,233.48713909025636,-1028.9193707221061,31.130022822766144,929.431745241291,221.45195888654396,19314.77021853688,44.44510415412558,46.78841506769362,2417.285,221.45195888654396,-1030.148202879661
5302,33.391615714128,3606.0,232.4712447565164,-1239.5105813501737,31.61423890970627,960.1121930169679,219.6216087104392,16093.617634264254,45.432751284369026,46.79207872213637,2458.485,219.6216087104392,-1240.8142939817333
4458,33.391615714128,3606.0,239.6764942194557,-1148.9351704963835,32.20118078238953,1543.1854334120876,225.62952019966133,20314.134345800372,45.63392915936662,47.14537738765359,2601.03,225.62952019966133,-1150.349868348486
4541,33.391615714128,3606.0,335.05700915609026,-177.40670434896313,32.225554564134086,1670.0389550458547,325.8211377174904,41777.59305623487,46.007906664043524,47.32520528861449,2599.595,325.8211377174904,-179.29975956109251
4332,33.391615714128,3606.0,274.84588439668624,-559.4339354220015,31.63486697422779,1670.0389550458547,260.5608073400382,34890.14404487956,45.7939231652765,46.98723257048614,2590.32,260.5608073400382,-560.9014870888536
3784,33.391615714128,1115.0,285.02564634717794,-982.293819707935,32.786269503433545,1504.592712038406,272.0211928929972,26856.265654194594,45.74910202584001,46.94486944846963,2614.35,272.0211928929972,-984.0369021804988
3387,33.391615714128,3606.0,504.30216835091426,939.0019367761437,31.416646253901156,1741.270994679115,506.06076202468745,66320.3904308182,45.73788987788666,47.36771044492293,2607.41,506.06076202468745,935.984569569076
3285,33.391615714128,3606.0,590.0572224191878,1608.9612795332082,31.130022822766144,929.431745241291,599.0129026846222,78610.91542280419,44.44510415412558,46.78841506769362,2417.285,599.0129026846222,1605.4949266564297
3606,33.391615714128,3606.0,485.3092045967682,720.0711332072474,31.61423890970627,960.1121930169679,487.11716398195836,60011.75553296295,45.432751284369026,46.79207872213637,2458.485,487.11716398195836,717.2180581734203
3840,33.391615714128,3606.0,202.36056194685764,-967.73542779573,32.20118078238953,1543.1854334120876,182.83740620260141,26471.072109152625,45.63392915936662,47.14537738765359,2601.03,182.83740620260141,-968.6881166037176
4590,33.391615714128,3606.0,399.5087292927448,76.24365837110686,32.225554564134086,1670.0389550458547,397.28611398528244,44355.443439618924,46.007906664043524,47.32520528861449,2599.595,397.28611398528244,73.80680969605945
4656,33.391615714128,3606.0,558.5760291822613,1360.8504817992775,31.63486697422779,1670.0389550458547,569.1293606649313,68319.65198902886,45.7939231652765,46.98723257048614,2590.32,569.1293606649313,1357.3942151217327
4390,33.391615714128,3606.0,379.07552718420976,-22.051000647523693,32.62724436909351,1670.0389550458547,374.39007568915423,43629.323304746395,45.77991828115509,47.01786509463503,2619.715,374.39007568915423,-24.314314011622557
3846,33.391615714128,3606.0,504.87451133170885,816.7885751349626,31.416646253901156,1741.270994679115,507.9523138740631,62504.0699911711,45.73788987788666,47.36771044492293,2607.41,507.9523138740631,813.6980230440745
4475,33.391615714128,3606.0,541.7226275710224,1209.3379951020847,31.130022822766144,929.431745241291,549.4033321681602,67784.59749180464,44.44510415412558,46.78841506769362,2417.285,549.4033321681602,1206.1319252534283
4302,33.391615714128,3606.0,528.5707803094156,1130.7781025673871,31.61423890970627,960.1121930169679,534.99783142501,66113.11931016634,45.432751284369026,46.79207872213637,2458.485,534.99783142501,1127.651374681371
4266,33.391615714128,3606.0,418.4323594329042,368.6392629385268,28.883440917368027,1202.1623331362503,417.16979959494245,51072.563546992744,44.09365429756499,44.79832601879649,2550.72,417.16979959494245,366.1636743583705
4845,33.391615714128,3606.0,466.7823062875082,526.1391714748826,28.857434175980956,1329.0158547700169,469.9096215582631,53409.37876904305,44.398562651312986,44.912599867842715,2548.355,469.9096215582631,523.2654111090305
3574,33.391615714128,1115.0,264.2324564915251,-634.4830619103095,28.486285028991368,1163.5696117625682,251.5653793578545,30714.78181320192,44.11628567405565,44.36810402885551,2497.6,251.5653793578545,-635.9140204496064
4576,33.391615714128,1115.0,92.45621922300954,-2139.1120212870565,29.552139158451485,1163.5696117625682,67.69064458649926,647.1111091191242,44.13975801310948,44.29178905661999,2521.125,67.69064458649926,-2139.512025430654
4866,33.391615714128,3606.0,236.72702655156763,-999.2972563552399,28.06509446506828,1400.2478944032775,223.43992367340084,22155.22449719224,44.12854586515612,44.95510502415115,2553.65,223.43992367340084,-1000.605188061339
4294,33.391615714128,1115.0,84.48337127662411,-2332.998466881093,27.492633752542474,446.66420897775134,59.451971546768824,-3088.3244118569864,42.73650655524879,44.082984720490664,2227.88,59.451971546768824,-2333.2864562122063
3785,33.391615714128,3606.0,138.70176442427604,-1882.504666937732,28.24309083737497,710.7264843863247,116.21713487732416,7275.385254834505,43.82340727163849,44.37947330136459,2397.325,116.21713487732416,-1883.1021884097106
4326,33.391615714128,3606.0,344.18946651806226,-319.78038186808635,28.883440917368027,1202.1623331362503,337.72384961747616,37346.4685054129,44.09365429756499,44.79832601879649,2550.72,337.72384961747616,-321.82759469524706
4602,33.391615714128,3606.0,406.82087210464107,285.248509381987,28.857434175980956,1329.0158547700169,404.2089035125032,49901.86940940887,44.398562651312986,44.912599867842715,2548.355,404.2089035125032,282.8651614160699
4780,33.391615714128,3606.0,517.7601390836674,983.298406141447,28.256487509853134,1329.0158547700169,525.7413986659099,60935.75630098039,44.2268340086514,44.68157464609878,2540.865,525.7413986659099,980.100230312463
4792,33.391615714128,3606.0,474.2882467655814,897.3923293467731,29.307950802839223,1329.0158547700169,480.20052167109833,57291.89675887293,44.17057426842457,44.605259673863245,2568.475,480.20052167109833,894.5522974680073
4905,33.391615714128,3606.0,495.8809262938887,1228.955308643319,28.06509446506828,1400.2478944032775,503.2096826226289,63780.235873200894,44.12854586515612,44.95510502415115,2553.65,503.2096826226289,1226.0441149728845
4150,33.391615714128,1115.0,79.85647774859878,-2230.0991455118537,27.492633752542474,446.66420897775134,55.487282934914994,-2647.115611076836,42.73650655524879,44.082984720490664,2227.88,55.487282934914994,-2230.3231340334255
3820,33.391615714128,1115.0,-33.47998651779921,-3111.435050299885,28.107786365398276,545.280241378876,-66.70123223293325,-19855.776463216316,43.78625075355992,44.06600268412133,2376.375,-66.70123223293325,-3110.944461250315
4338,33.391615714128,3606.0,74.20626152748996,-2222.824835522208,28.883440917368027,1202.1623331362503,49.940711156128714,-3400.5055970311123,44.09365429756499,44.79832601879649,2550.72,49.940711156128714,-2223.1094973576796
4725,33.391615714128,3606.0,245.21589654741106,-1094.5366848374217,28.857434175980956,1329.0158547700169,234.1202207338094,18426.0236143356,44.398562651312986,44.912599867842715,2548.355,234.1202207338094,-1095.9926758160702
4694,33.391615714128,3606.0,336.2658986561091,-103.45582886340728,28.256487509853134,1329.0158547700169,329.8734792110634,40086.37097136741,44.2268340086514,44.68157464609878,2540.865,329.8734792110634,-105.35533496392176
3805,33.391615714128,3606.0,182.36714523315234,-1597.987189545251,29.307950802839223,1329.0158547700169,165.48302911769048,10107.795270679955,44.17057426842457,44.605259673863245,2568.475,165.48302911769048,-1599.0231984287857
4153,33.391615714128,1115.0,131.29720317954968,-1565.8899121750123,28.23275746919417,1234.8016513958287,109.7292218111128,11025.854741549036,43.99497551495506,44.64163440690789,2508.82,109.7292218111128,-1566.4400276911776
5191,33.391615714128,3606.0,222.72421044325802,-776.2492720087943,27.838786309861117,680.0460366106474,207.35378052442366,27444.691431964155,42.77366307332737,44.421149220655764,2344.75,207.35378052442366,-777.2121878375472
3873,33.391615714128,3606.0,48.58803597698842,-2675.080908327207,28.24309083737497,710.7264843863247,20.932319489787798,-10113.149485639191,43.82340727163849,44.37947330136459,2397.325,20.932319489787798,-2675.162318857936
4758,33.391615714128,3606.0,320.0647969542959,-636.217326514527,28.883440917368027,1202.1623331362503,316.5699940300291,25176.856433263612,44.09365429756499,44.79832601879649,2550.72,316.5699940300291,-638.241066714716
5895,33.391615714128,3606.0,348.47603617148724,183.78887972848963,28.857434175980956,1329.0158547700169,346.92422772696443,40192.46520942646,44.398562651312986,44.912599867842715,2548.355,346.92422772696443,181.8168001779322
5130,33.391615714128,3606.0,169.5656068390806,-1672.1969038303328,28.256487509853134,1329.0158547700169,153.66227638891706,6032.518226881533,44.2268340086514,44.68157464609878,2540.865,153.66227638891706,-1673.1809310941196
3542,33.391615714128,1115.0,34.20060301006269,-2575.861846175845,29.552139158451485,1163.5696117625682,5.9951074705154355,-9129.201673906897,44.13975801310948,44.29178905661999,2521.125,5.9951074705154355,-2575.8982655262625
4661,33.391615714128,3606.0,148.44898646996452,-1283.0937894148117,28.06509446506828,1400.2478944032775,126.24400679298078,18854.931085782817,44.12854586515612,44.95510502415115,2553.65,126.24400679298078,-1283.645101777684
1115,33.391615714128,1115.0,-156.24155246937616,-4647.313519026871,27.492633752542474,446.66420897775134,-196.8180892236158,-50773.53291187003,42.73650655524879,44.082984720490664,2227.88,-196.8180892236158,-4646.266294875566
4334,33.391615714128,3606.0,226.4387682842121,-1496.8323637844364,28.24309083737497,710.7264843863247,214.95527203061144,9606.520855761964,43.82340727163849,44.37947330136459,2397.325,214.95527203061144,-1498.1803504198904
4634,33.391615714128,3606.0,230.11617078995954,-763.333228603437,28.883440917368027,1202.1623331362503,219.22441917170906,22482.95498215948,44.09365429756499,44.79832601879649,2550.72,219.22441917170906,-764.5548895356287
5204,33.391615714128,3606.0,262.60250193211186,-395.7820137432408,28.857434175980956,1329.0158547700169,253.50377028221038,30141.612344458743,44.398562651312986,44.912599867842715,2548.355,253.50377028221038,-397.1510744614816
5058,33.391615714128,3606.0,260.2217938859533,-302.96944929744063,28.256487509853134,1329.0158547700169,249.25367006439035,33995.64197290279,44.2268340086514,44.68157464609878,2540.865,249.25367006439035,-304.25443108935843
5115,33.391615714128,3606.0,183.72928856623153,-1141.5340242581265,31.856000425122918,1251.68634712312,167.5379125098828,17857.877044970526,46.04558303763043,47.37457279697284,2608.19,167.5379125098828,-1142.3868792042117
4727,33.391615714128,1115.0,75.11420983287556,-1931.4785085268727,30.70216980373615,1166.6034484441016,50.59248703669441,2528.350741112748,45.930186381613105,47.477529632947125,2593.365,50.59248703669441,-1931.6279076639419
4484,33.391615714128,3606.0,94.48189515261049,-2028.421400543758,30.658318280062364,520.2104420137264,71.13529281329369,1722.964940075089,44.710768910600926,47.145122770031435,2403.96,71.13529281329369,-2028.6498881366422
4940,33.391615714128,3606.0,106.75442598065243,-2097.503143203754,31.080463419923365,550.8908897894034,83.05689649882586,1891.2270485446015,45.698416040844364,47.14878642447418,2445.66,83.05689649882586,-2097.868215646392
3351,33.391615714128,1115.0,-1.4371022336686394,-2842.864195805078,32.022022625463336,283.8949397146769,-32.21260257195708,-14372.167952230884,45.65449912326614,46.984623816994116,2518.825,-32.21260257195708,-2843.888247532775
2710,33.391615714128,1842.0,-375.55222817108506,-5800.911937423481,26.580659924133034,-65.89682526111233,-428.3458771949744,-79789.13533905803,44.684801140182145,47.07852055754988,2068.645,-428.3458771949744,-5798.536254816986
1996,33.391615714128,1842.0,-173.3947237856836,-3472.3519413225195,25.838636716098236,-63.16453057361844,-216.92472813316016,-27949.542041814493,44.213960122433946,46.66967642787119,2048.705,-216.92472813316016,-3470.8899761471434
1842,33.391615714128,1842.0,-209.1372751267912,-4191.467736248614,26.518040226517158,-75.02812995628187,-255.2333861441204,-41288.64200729147,43.65820469758724,46.24043763669061,2011.32,-255.2333861441204,-4189.937455144305
3544,33.391615714128,1115.0,-84.8529045311758,-3127.616013687136,30.70216980373615,1166.6034484441016,-123.37211928367259,-18336.177212747396,45.930186381613105,47.477529632947125,2593.365,-123.37211928367259,-3126.6866757044068
5345,33.391615714128,3606.0,63.06963565097237,-2131.4338185064253,30.658318280062364,520.2104420137264,36.87116509915467,94.33259345574606,44.710768910600926,47.145122770031435,2403.96,36.87116509915467,-2131.399424027463
5046,33.391615714128,3606.0,117.87668451441826,-1535.1863669529544,31.080463419923365,550.8908897894034,95.78848067635093,10994.922514023561,45.698416040844364,47.14878642447418,2445.66,95.78848067635093,-1535.4585256001858
4713,33.391615714128,3606.0,145.653744530133,-1206.21574798269,31.49057643777209,1133.964130184523,125.79129296641354,17282.87154266604,45.89959391584197,47.502085089991404,2587.975,125.79129296641354,-1206.7342578480764
4763,33.391615714128,3606.0,101.08765387805457,-1768.192777908722,31.454310620163486,1260.81765181829,78.14775386578833,6200.234628269878,46.25339318447422,47.681912990952306,2587.05,78.14775386578833,-1768.5036429539757
4785,33.391615714128,3606.0,131.59681946444607,-1681.4688145892374,30.908017658153096,1263.5499465057842,110.6603679226218,8588.255691265716,46.05958792175184,47.36787220700863,2578.4,110.6603679226218,-1682.028837490485
3659,33.391615714128,1115.0,-77.29960798417079,-3427.945020885545,31.98929327041487,1086.2401041156709,-108.97114962458872,-31765.353169046106,46.014766782315334,47.127684282659224,2611.52,-108.97114962458872,-3427.3101939183516
4760,33.391615714128,1115.0,-32.45749508721007,-2419.762712441682,30.70216980373615,1166.6034484441016,-57.66777950425724,-17264.073156852057,45.930186381613105,47.477529632947125,2593.365,-57.66777950425724,-2419.220387748598
4511,33.391615714128,1115.0,-152.3566234442139,-3494.973945188877,30.219110824770546,286.82861438083006,-188.0050224900749,-35936.90949031487,44.67361239252234,46.93147400991518,2332.565,-188.0050224900749,-3493.5775172767408
4274,33.391615714128,3606.0,-99.13049783500898,-3084.7727918470146,31.080463419923365,550.8908897894034,-131.55388525877206,-27280.37045371917,45.698416040844364,47.14878642447418,2445.66,-131.55388525877206,-3083.7047917409395
